regular_4,1,1,1.1,0.0,0.01,PairWise,DB,6,0.5
regular_4,1,2,1.1,0.0,0.01,PairWise,DB,6,0.0
regular_4,1,3,1.1,0.0,0.01,PairWise,DB,6,0.0
regular_4,1,4,1.1,0.0,0.01,PairWise,DB,6,0.0
regular_4,1,5,1.1,0.0,0.01,PairWise,DB,6,0.0
regular_4,1,6,1.1,0.0,0.01,PairWise,DB,6,0.0
regular_4,1,1,1.1,0.01,0.01,PairWise,DB,6,0.5
regular_4,1,2,1.1,0.01,0.01,PairWise,DB,6,0.0
regular_4,1,3,1.1,0.01,0.01,PairWise,DB,6,0.0
regular_4,1,4,1.1,0.01,0.01,PairWise,DB,6,0.0
regular_4,1,5,1.1,0.01,0.01,PairWise,DB,6,0.0
regular_4,1,6,1.1,0.01,0.01,PairWise,DB,6,0.0
regular_4,1,1,1.1,0.0,0.01,PairWise,DB,7,0.5
regular_4,1,2,1.1,0.0,0.01,PairWise,DB,7,0.0
regular_4,1,3,1.1,0.0,0.01,PairWise,DB,7,0.0
regular_4,1,4,1.1,0.0,0.01,PairWise,DB,7,1.0
regular_4,1,5,1.1,0.0,0.01,PairWise,DB,7,0.0
regular_4,1,6,1.1,0.0,0.01,PairWise,DB,7,0.0
regular_4,1,1,1.1,0.01,0.01,PairWise,DB,7,0.5
regular_4,1,2,1.1,0.01,0.01,PairWise,DB,7,0.0
regular_4,1,3,1.1,0.01,0.01,PairWise,DB,7,0.0
regular_4,1,4,1.1,0.01,0.01,PairWise,DB,7,0.0
regular_4,1,5,1.1,0.01,0.01,PairWise,DB,7,0.0
regular_4,1,6,1.1,0.01,0.01,PairWise,DB,7,0.0
regular_4,1,1,1.1,0.0,0.01,PairWise,DB,5,0.5
regular_4,1,2,1.1,0.0,0.01,PairWise,DB,5,0.0
regular_4,1,3,1.1,0.0,0.01,PairWise,DB,5,0.0
regular_4,1,4,1.1,0.0,0.01,PairWise,DB,5,0.0
regular_4,1,5,1.1,0.0,0.01,PairWise,DB,5,0.0
regular_4,1,6,1.1,0.0,0.01,PairWise,DB,5,0.0
regular_4,1,1,1.1,0.01,0.01,PairWise,DB,5,0.5
regular_4,1,2,1.1,0.01,0.01,PairWise,DB,5,0.0
regular_4,1,3,1.1,0.01,0.01,PairWise,DB,5,0.0
regular_4,1,4,1.1,0.01,0.01,PairWise,DB,5,0.0
regular_4,1,5,1.1,0.01,0.01,PairWise,DB,5,0.0
regular_4,1,6,1.1,0.01,0.01,PairWise,DB,5,0.0
regular_4,1,1,1.1,0.0,0.01,PairWise,DB,4,0.0
regular_4,1,2,1.1,0.0,0.01,PairWise,DB,4,0.0
regular_4,1,3,1.1,0.0,0.01,PairWise,DB,4,0.0
regular_4,1,4,1.1,0.0,0.01,PairWise,DB,4,0.0
regular_4,1,5,1.1,0.0,0.01,PairWise,DB,4,0.0
regular_4,1,6,1.1,0.0,0.01,PairWise,DB,4,0.0
regular_4,1,1,1.1,0.01,0.01,PairWise,DB,4,0.5
regular_4,1,2,1.1,0.01,0.01,PairWise,DB,4,0.0
regular_4,1,3,1.1,0.01,0.01,PairWise,DB,4,0.0
regular_4,1,4,1.1,0.01,0.01,PairWise,DB,4,0.0
regular_4,1,5,1.1,0.01,0.01,PairWise,DB,4,0.0
regular_4,1,6,1.1,0.01,0.01,PairWise,DB,4,0.0
regular_4,1,1,1.1,0.0,0.01,PairWise,DB,1,0.5
regular_4,1,2,1.1,0.0,0.01,PairWise,DB,1,0.0
regular_4,1,3,1.1,0.0,0.01,PairWise,DB,1,0.0
regular_4,1,4,1.1,0.0,0.01,PairWise,DB,1,0.0
regular_4,1,5,1.1,0.0,0.01,PairWise,DB,1,1.0
regular_4,1,6,1.1,0.0,0.01,PairWise,DB,1,0.0
regular_4,1,1,1.1,0.01,0.01,PairWise,DB,1,0.5
regular_4,1,2,1.1,0.01,0.01,PairWise,DB,1,1.0
regular_4,1,3,1.1,0.01,0.01,PairWise,DB,1,0.0
regular_4,1,4,1.1,0.01,0.01,PairWise,DB,1,0.0
regular_4,1,5,1.1,0.01,0.01,PairWise,DB,1,0.0
regular_4,1,6,1.1,0.01,0.01,PairWise,DB,1,0.0
regular_4,1,1,1.1,0.0,0.01,PairWise,DB,3,0.0
regular_4,1,2,1.1,0.0,0.01,PairWise,DB,3,0.0
regular_4,1,3,1.1,0.0,0.01,PairWise,DB,3,0.0
regular_4,1,4,1.1,0.0,0.01,PairWise,DB,3,0.0
regular_4,1,5,1.1,0.0,0.01,PairWise,DB,3,0.0
regular_4,1,6,1.1,0.0,0.01,PairWise,DB,3,0.0
regular_4,1,1,1.1,0.01,0.01,PairWise,DB,3,0.5
regular_4,1,2,1.1,0.01,0.01,PairWise,DB,3,0.0
regular_4,1,3,1.1,0.01,0.01,PairWise,DB,3,0.0
regular_4,1,4,1.1,0.01,0.01,PairWise,DB,3,0.0
regular_4,1,5,1.1,0.01,0.01,PairWise,DB,3,0.0
regular_4,1,6,1.1,0.01,0.01,PairWise,DB,3,0.0
regular_4,1,1,1.1,0.0,0.01,PairWise,DB,2,0.5
regular_4,1,2,1.1,0.0,0.01,PairWise,DB,2,0.0
regular_4,1,3,1.1,0.0,0.01,PairWise,DB,2,0.0
regular_4,1,4,1.1,0.0,0.01,PairWise,DB,2,0.0
regular_4,1,5,1.1,0.0,0.01,PairWise,DB,2,0.0
regular_4,1,6,1.1,0.0,0.01,PairWise,DB,2,0.0
regular_4,1,1,1.1,0.01,0.01,PairWise,DB,2,0.5
regular_4,1,2,1.1,0.01,0.01,PairWise,DB,2,1.0
regular_4,1,3,1.1,0.01,0.01,PairWise,DB,2,0.0
regular_4,1,4,1.1,0.01,0.01,PairWise,DB,2,0.0
regular_4,1,5,1.1,0.01,0.01,PairWise,DB,2,0.0
