0.0,0.0,0.0,0.8757000000000003,0.6698999999999999
0.0,0.0,0.25,0.6749999999999998,0.2901
0.0,0.0,0.5,0.5858,0.21759999999999993
0.0,0.0,0.75,0.6169,0.2279
0.0,0.0,1.0,0.47440000000000004,0.17900000000000002
0.0,0.25,0.0,0.0071,0.006500000000000001
0.0,0.25,0.25,0.0058000000000000005,0.0052
0.0,0.25,0.5,0.0053,0.004700000000000001
0.0,0.25,0.75,0.0049,0.0053
0.0,0.25,1.0,0.0054,0.0047
0.0,0.5,0.0,0.0044,0.005600000000000001
0.0,0.5,0.25,0.006000000000000001,0.005
0.0,0.5,0.5,0.0048000000000000004,0.0053
0.0,0.5,0.75,0.005,0.005000000000000001
0.0,0.5,1.0,0.0054,0.005600000000000001
0.0,0.75,0.0,0.005600000000000001,0.005900000000000001
0.0,0.75,0.25,0.004800000000000001,0.005900000000000001
0.0,0.75,0.5,0.0058000000000000005,0.0057
0.0,0.75,0.75,0.0058000000000000005,0.0046
0.0,0.75,1.0,0.0043,0.0042
0.0,1.0,0.0,0.0039000000000000003,0.004300000000000001
0.0,1.0,0.25,0.0045000000000000005,0.0044
0.0,1.0,0.5,0.006100000000000001,0.0054
0.0,1.0,0.75,0.006200000000000001,0.0066
0.0,1.0,1.0,0.0044,0.004200000000000001
0.25,0.0,0.0,0.8207000000000001,0.6540000000000002
0.25,0.0,0.25,0.34009999999999996,0.1703
0.25,0.0,0.5,0.3644,0.1372
0.25,0.0,0.75,0.33049999999999996,0.1235
0.25,0.0,1.0,0.3875,0.1518
0.25,0.25,0.0,0.006500000000000001,0.0058
0.25,0.25,0.25,0.006100000000000001,0.005600000000000001
0.25,0.25,0.5,0.0048000000000000004,0.004900000000000001
0.25,0.25,0.75,0.0059,0.0049
0.25,0.25,1.0,0.004300000000000001,0.004300000000000001
0.25,0.5,0.0,0.0057,0.0045000000000000005
0.25,0.5,0.25,0.0058000000000000005,0.005
0.25,0.5,0.5,0.0065000000000000014,0.006499999999999999
0.25,0.5,0.75,0.005600000000000001,0.0048000000000000004
0.25,0.5,1.0,0.004200000000000001,0.0039000000000000003
0.25,0.75,0.0,0.0059,0.0052
0.25,0.75,0.25,0.0037,0.004600000000000001
0.25,0.75,0.5,0.004700000000000001,0.0051
0.25,0.75,0.75,0.0046,0.0047
0.25,0.75,1.0,0.0055000000000000005,0.0058000000000000005
0.25,1.0,0.0,0.0051,0.005399999999999999
0.25,1.0,0.25,0.004900000000000001,0.0041
0.25,1.0,0.5,0.004200000000000001,0.0054
0.25,1.0,0.75,0.004900000000000001,0.0038000000000000004
0.25,1.0,1.0,0.0055000000000000005,0.0055000000000000005
0.5,0.0,0.0,0.8560000000000001,0.6703999999999999
0.5,0.0,0.25,0.23379999999999998,0.11069999999999998
0.5,0.0,0.5,0.21349999999999997,0.08959999999999999
0.5,0.0,0.75,0.32599999999999996,0.11629999999999999
0.5,0.0,1.0,0.2823,0.11439999999999997
0.5,0.25,0.0,0.0055000000000000005,0.0049
0.5,0.25,0.25,0.006300000000000001,0.006200000000000001
0.5,0.25,0.5,0.0066,0.0072
0.5,0.25,0.75,0.0047,0.0054
0.5,0.25,1.0,0.004700000000000001,0.0039000000000000003
0.5,0.5,0.0,0.005,0.0049
0.5,0.5,0.25,0.005,0.0055000000000000005
0.5,0.5,0.5,0.0055000000000000005,0.004600000000000001
0.5,0.5,0.75,0.0052,0.004900000000000001
